Product_ID,Category,Product_Name,Brand,Price,Cost,Units_Sold,SKU,Shelf_Space,Customer_Ratings,Frequency_of_Purchase,Sales,Gross_Margin,Total_Customers,Total_Transactions
P00239,Beverages,Product 239,Brand E,40.53,35.01,4045,30,0.66,2.9,62,163943.85,22328.4,1890,2061
P00240,Bakery,Product 240,Brand C,27.74,5.54,508,34,0.7,4.6,28,14091.92,11277.6,229,508
P00241,Snacks,Product 241,Brand C,16.65,2.05,3586,98,4.12,3.6,60,59706.9,52355.6,3115,3586
P00242,Beverages,Product 242,Brand C,27.74,26.87,1169,31,2.26,3.9,37,32428.06,1017.03,1026,1169
P00243,Produce,Product 243,Brand C,8.98,1.64,2646,32,1.53,4.6,56,23761.08,19421.64,2080,2537
P00244,Frozen,Product 244,Brand A,11.96,3.5,2485,34,4.96,4.0,81,29720.6,21023.1,1825,1952
P00245,Dairy,Product 245,Brand C,41.96,28.31,2390,87,3.81,3.5,10,100284.4,32623.5,1919,1977
P00246,Dairy,Product 246,Brand E,14.81,5.6,4812,87,4.58,3.0,77,71265.72,44318.52,4644,4812
P00247,Bakery,Product 247,Brand B,31.96,39.5,2425,35,3.43,4.6,66,77503.0,-18284.5,2307,2425
P00248,Bakery,Product 248,Brand E,10.59,16.16,3554,39,1.66,3.5,31,37636.86,-19795.78,3388,3554
P00249,Frozen,Product 249,Brand E,29.63,19.22,5256,99,3.07,3.9,95,155735.28,54714.96,4883,5256
P00250,Dairy,Product 250,Brand D,48.2,6.85,4225,47,0.54,2.9,67,203645.0,174703.75,2995,3077
P00251,Snacks,Product 251,Brand E,48.2,26.91,4592,95,1.35,4.3,22,221334.4,97763.68,1856,2214
P00252,Dairy,Product 252,Brand E,17.1,23.95,4911,43,1.37,4.3,48,83978.1,-33640.35,2637,2771
P00253,Frozen,Product 253,Brand D,1.71,23.97,4715,98,2.42,4.9,36,8062.65,-104955.9,2427,2791
P00254,Produce,Product 254,Brand A,1.53,20.19,2713,86,2.71,4.4,48,4150.89,-50624.58,2228,2713
P00255,Frozen,Product 255,Brand C,48.5,16.71,3342,82,3.4,3.2,81,162087.0,106242.18,3296,3342
P00256,Beverages,Product 256,Brand A,6.69,20.71,2579,24,4.96,4.3,21,17253.51,-36157.58,2317,2579
P00257,Bakery,Product 257,Brand E,25.14,30.89,4222,53,2.65,2.7,33,106141.08,-24276.5,3753,4222
P00258,Bakery,Product 258,Brand E,48.75,1.29,4413,19,4.83,4.6,27,215133.75,209440.98,3261,3384
P00259,Dairy,Product 259,Brand A,35.09,21.05,2749,46,1.57,3.7,24,96462.41,38595.96,2527,2749
P00260,Bakery,Product 260,Brand A,35.1,15.55,4451,16,1.08,2.9,69,156230.1,87017.05,4359,4451
P00261,Bakery,Product 261,Brand A,10.22,38.19,918,41,2.23,4.4,25,9381.96,-25676.46,514,918
P00262,Snacks,Product 262,Brand B,8.01,5.6,4213,20,2.23,4.3,83,33746.13,10153.33,4194,4213
P00263,Beverages,Product 263,Brand B,3.11,35.01,4620,57,4.1,4.4,56,14368.2,-147378.0,4350,4620
P00264,Bakery,Product 264,Brand E,29.63,27.03,2000,77,0.74,2.5,33,59260.0,5200.0,1935,2000
P00265,Produce,Product 265,Brand B,41.5,30.06,2387,57,4.81,3.9,54,99060.5,27307.28,2168,2387
P00266,Dairy,Product 266,Brand B,4.4,4.52,4765,54,2.6,3.3,28,20966.0,-571.8,2970,3322
P00267,Frozen,Product 267,Brand A,31.82,20.71,1279,42,4.08,4.2,50,40697.78,14209.69,1122,1279
P00268,Dairy,Product 268,Brand D,3.23,4.99,1483,13,4.54,3.1,40,4790.09,-2610.08,498,913
P00269,Snacks,Product 269,Brand A,44.88,2.11,3230,56,4.48,4.5,94,144962.4,138147.1,3077,3230
P00270,Snacks,Product 270,Brand C,36.02,9.99,3266,99,2.17,3.9,25,117641.32,85013.98,3019,3266
P00271,Frozen,Product 271,Brand D,4.62,18.77,4269,62,4.09,3.8,32,19722.78,-60406.35,4070,4269
P00272,Bakery,Product 272,Brand B,47.42,18.77,4920,40,4.1,3.1,87,233306.4,140958.0,228,459
P00273,Dairy,Product 273,Brand C,3.25,34.66,1934,40,2.85,3.7,32,6285.5,-60746.94,1632,1934
P00274,Produce,Product 274,Brand C,26.63,21.05,1680,36,3.41,4.1,50,44738.4,9374.4,1150,1586
P00275,Frozen,Product 275,Brand E,28.36,26.87,3368,98,3.4,3.5,27,95516.48,5018.32,3052,3068
P00276,Bakery,Product 276,Brand E,45.36,29.17,551,57,3.19,4.0,45,24993.36,8920.69,443,551
P00277,Dairy,Product 277,Brand D,35.21,14.84,2442,45,3.2,2.9,21,85982.82,49743.54,1524,1919
P00278,Produce,Product 278,Brand A,13.14,5.59,3951,58,3.43,2.9,84,51916.14,29830.05,703,977
P00279,Produce,Product 279,Brand E,45.41,2.55,2054,40,3.89,4.9,78,93272.14,88034.44,1690,2054
P00280,Frozen,Product 280,Brand A,31.67,35.01,5112,53,0.52,4.7,60,161897.04,-17074.08,4928,5112
P00281,Beverages,Product 281,Brand D,41.96,25.81,4841,68,2.31,2.6,94,203128.36,78182.15,4351,4841
P00282,Produce,Product 282,Brand C,9.69,28.68,3084,32,4.33,5.0,41,29883.96,-58565.16,2248,2432
P00283,Snacks,Product 283,Brand D,10.59,23.97,2140,77,1.08,4.4,80,22662.6,-28633.2,847,1288
P00284,Frozen,Product 284,Brand D,35.35,37.82,2326,51,3.97,4.2,45,82224.1,-5745.22,599,668
P00285,Dairy,Product 285,Brand C,4.99,9.87,3706,51,3.48,4.9,49,18492.94,-18085.28,3456,3706
P00286,Dairy,Product 286,Brand B,39.08,8.1,861,22,3.9,4.2,79,33647.88,26673.78,485,861
P00287,Beverages,Product 287,Brand C,47.58,24.92,4783,10,0.5,2.5,47,227575.14,108382.78,4333,4783
P00288,Bakery,Product 288,Brand D,37.02,11.3,4901,85,0.72,4.6,63,181435.02,126053.72,4443,4901
P00289,Produce,Product 289,Brand A,44.5,5.23,2053,62,0.7,4.5,13,91358.5,80621.31,1835,2053
P00290,Frozen,Product 290,Brand A,19.92,7.87,4604,49,4.53,4.3,55,91711.68,55478.2,2657,2745
P00291,Snacks,Product 291,Brand D,4.49,7.87,5268,99,4.47,3.9,72,23653.32,-17805.84,4922,5268
P00292,Bakery,Product 292,Brand E,6.05,36.48,1550,55,3.0,4.4,83,9377.5,-47166.5,1278,1550
P00293,Dairy,Product 293,Brand C,16.63,2.05,4151,96,1.78,4.0,59,69031.13,60521.58,979,1196
P00294,Frozen,Product 294,Brand E,34.47,20.55,1963,31,1.04,3.0,39,67664.61,27324.96,1605,1963
P00295,Dairy,Product 295,Brand A,1.71,25.52,3229,61,4.37,4.0,82,5521.59,-76882.49,1106,1496
P00296,Produce,Product 296,Brand B,44.5,37.34,3937,37,2.48,4.7,25,175196.5,28188.92,3757,3937
P00297,Produce,Product 297,Brand A,8.67,10.27,2530,62,3.8,4.2,61,21935.1,-4048.0,2405,2530
P00298,Bakery,Product 298,Brand A,35.35,11.5,3448,72,0.52,4.9,13,121886.8,82234.8,372,748
P00299,Beverages,Product 299,Brand C,6.82,8.65,3178,26,3.11,4.2,35,21673.96,-5815.74,2995,3178
P00300,Bakery,Product 300,Brand D,31.67,19.01,3527,73,3.82,4.7,38,111700.09,44651.82,3195,3527
P00301,Bakery,Product 301,Brand A,41.5,17.78,3365,15,2.01,3.1,20,139647.5,79817.8,2972,3301
P00302,Beverages,Product 302,Brand D,5.47,25.52,4881,23,4.98,2.5,33,26699.07,-97864.05,1706,2139
P00303,Snacks,Product 303,Brand B,18.19,5.54,5280,26,0.72,4.6,60,96043.2,66792.0,4790,5280
P00304,Dairy,Product 304,Brand A,47.79,26.91,2747,47,4.95,3.4,51,131279.13,57357.36,2547,2747
P00305,Bakery,Product 305,Brand D,14.77,6.44,3135,78,1.35,3.7,48,46303.95,26114.55,2951,3135
P00306,Snacks,Product 306,Brand B,40.37,11.56,1974,22,2.26,4.9,16,79690.38,56870.94,1424,1903
P00307,Frozen,Product 307,Brand C,19.37,3.93,4095,62,4.98,4.0,27,79320.15,63226.8,2157,2454
P00308,Snacks,Product 308,Brand D,23.45,28.68,4226,18,0.51,4.3,12,99099.7,-22101.98,4002,4226
P00309,Bakery,Product 309,Brand A,35.21,5.54,3677,53,1.06,4.6,72,129467.17,109096.59,3222,3677
P00310,Snacks,Product 310,Brand C,23.33,3.67,3346,35,2.82,4.1,29,78062.18,65782.36,2866,3346
P00311,Produce,Product 311,Brand A,20.02,39.3,2616,86,1.78,2.9,82,52372.32,-50436.48,2254,2616
P00312,Dairy,Product 312,Brand B,48.82,22.44,5406,28,3.81,4.1,83,263920.92,142610.28,4966,5406
P00313,Bakery,Product 313,Brand B,48.15,17.78,2206,57,3.8,3.6,79,106218.9,66996.22,1829,2206
P00314,Dairy,Product 314,Brand D,3.22,7.25,4774,90,3.92,3.8,26,15372.28,-19239.22,4685,4774
P00315,Dairy,Product 315,Brand A,33.28,19.96,4200,89,4.92,4.0,88,139776.0,55944.0,2822,3047
P00316,Bakery,Product 316,Brand C,36.58,35.92,5169,39,4.33,4.9,68,189082.02,3411.54,4670,5169
P00317,Bakery,Product 317,Brand C,9.49,21.72,5223,41,1.84,3.8,63,49566.27,-63877.29,4776,5223
P00318,Produce,Product 318,Brand B,43.56,39.87,3112,87,1.08,3.1,22,135558.72,11483.28,2994,3112
P00319,Bakery,Product 319,Brand A,47.42,15.07,3619,88,3.97,3.3,51,171612.98,117074.65,3463,3619
P00320,Dairy,Product 320,Brand C,23.33,21.52,2399,85,4.34,3.6,53,55968.67,4342.19,1940,2399
P00321,Beverages,Product 321,Brand B,37.79,16.16,4711,84,3.72,4.2,95,178028.69,101898.93,2061,2220
P00322,Beverages,Product 322,Brand A,9.69,21.22,4916,78,3.19,4.0,89,47636.04,-56681.48,4524,4707
P00323,Frozen,Product 323,Brand A,23.72,39.99,5398,20,0.67,4.1,76,128040.56,-87825.46,4962,5398
P00324,Bakery,Product 324,Brand A,29.1,6.92,4903,92,4.69,4.0,81,142677.3,108748.54,4701,4903
P00325,Dairy,Product 325,Brand D,23.27,30.89,2841,35,3.19,4.0,29,66110.07,-21648.42,2775,2841
P00326,Beverages,Product 326,Brand D,37.16,9.87,2085,35,4.34,4.7,56,77478.6,56899.65,2039,2085
P00327,Produce,Product 327,Brand A,45.23,37.1,5037,26,1.28,2.9,33,227823.51,40950.81,4673,5037
P00328,Beverages,Product 328,Brand C,5.79,27.03,4662,92,2.82,3.5,60,26992.98,-99020.88,113,373
P00329,Frozen,Product 329,Brand D,5.47,31.45,5328,53,3.89,3.5,27,29144.16,-138421.44,4922,5328
P00330,Frozen,Product 330,Brand A,22.26,24.43,3587,93,1.28,2.7,32,79846.62,-7783.79,3158,3587
P00331,Produce,Product 331,Brand C,29.2,3.73,3260,32,3.41,4.4,10,95192.0,83032.2,845,1089
P00332,Produce,Product 332,Brand A,37.97,3.5,2266,34,1.37,3.9,75,86040.02,78109.02,2110,2266
P00333,Snacks,Product 333,Brand E,30.97,35.13,3107,46,3.3,3.9,14,96223.79,-12925.12,2713,3107
P00334,Frozen,Product 334,Brand E,47.58,5.04,5120,85,5.0,4.8,27,243609.6,217804.8,4670,5120
P00335,Bakery,Product 335,Brand B,5.79,32.34,3295,74,3.69,4.0,89,19078.05,-87482.25,3046,3295
P00336,Beverages,Product 336,Brand A,9.49,18.7,5152,11,1.57,4.4,83,48892.48,-47449.92,4719,5152
P00337,Frozen,Product 337,Brand D,9.69,7.35,4364,83,4.27,3.7,44,42287.16,10211.76,3282,3377
P00338,Produce,Product 338,Brand E,19.36,13.44,4713,41,2.31,4.5,34,91243.68,27900.96,3586,3841
P00339,Frozen,Product 339,Brand A,23.33,19.96,4968,98,2.89,4.0,33,115903.44,16742.16,4606,4968
P00340,Bakery,Product 340,Brand D,16.68,39.99,4649,83,0.7,2.7,22,77545.32,-108368.19,4178,4649
P00341,Bakery,Product 341,Brand C,6.05,10.08,2343,64,2.58,4.1,30,14175.15,-9442.29,2007,2343
P00342,Snacks,Product 342,Brand A,36.02,11.71,4292,59,4.34,2.8,48,154597.84,104338.52,4091,4292
P00343,Beverages,Product 343,Brand E,39.04,5.27,2054,74,3.15,3.6,43,80188.16,69363.58,1747,2054
P00344,Beverages,Product 344,Brand B,4.99,8.91,5303,41,2.66,4.8,28,26461.97,-20787.76,4876,5303
P00345,Beverages,Product 345,Brand E,1.89,34.69,3296,46,1.04,4.8,37,6229.44,-108108.8,2763,2897
P00346,Bakery,Product 346,Brand B,16.82,26.91,3762,85,1.54,4.1,99,63276.84,-37958.58,1982,2359
P00347,Bakery,Product 347,Brand C,1.56,39.47,3467,91,0.7,4.0,20,5408.52,-131433.97,428,581
P00348,Snacks,Product 348,Brand D,5.09,2.29,4722,22,3.15,4.9,58,24034.98,13221.6,4467,4722
P00349,Snacks,Product 349,Brand D,6.76,30.89,4630,63,3.89,2.6,44,31298.8,-111721.9,4370,4630
P00350,Frozen,Product 350,Brand A,25.65,10.22,4976,12,1.64,4.0,93,127634.4,76779.68,2305,2545
P00351,Dairy,Product 351,Brand A,31.96,37.34,5277,94,1.37,5.0,85,168652.92,-28390.26,4817,5277
P00352,Frozen,Product 352,Brand A,49.31,21.54,4602,51,1.78,3.7,66,226924.62,127797.54,1787,1939
P00353,Frozen,Product 353,Brand A,27.27,10.08,4869,87,1.02,2.6,37,132777.63,83698.11,4429,4869
P00354,Frozen,Product 354,Brand B,27.91,22.44,4638,49,0.78,4.9,75,129446.58,25369.86,4336,4427
P00355,Produce,Product 355,Brand A,3.23,14.15,2506,83,2.51,4.5,74,8094.38,-27365.52,2266,2506
P00356,Frozen,Product 356,Brand A,28.36,13.8,664,75,4.57,4.8,82,18831.04,9667.84,481,664
P00357,Bakery,Product 357,Brand A,6.69,6.92,4002,69,4.34,3.9,31,26773.38,-920.46,3692,4002
P00358,Produce,Product 358,Brand B,38.31,8.65,3247,20,0.52,4.9,60,124392.57,96306.02,1533,1792
P00359,Dairy,Product 359,Brand B,5.96,16.22,4704,10,4.53,4.5,18,28035.84,-48263.04,4244,4704
P00360,Beverages,Product 360,Brand D,30.97,1.95,4412,35,4.58,4.8,80,136639.64,128036.24,3981,4412
P00361,Frozen,Product 361,Brand A,22.51,32.64,3827,51,4.83,2.9,45,86145.77,-38767.51,3541,3827
P00362,Beverages,Product 362,Brand D,18.31,39.3,3580,71,1.06,3.1,63,65549.8,-75144.2,3504,3580
P00363,Snacks,Product 363,Brand B,47.13,37.21,4641,70,0.52,4.6,47,218730.33,46038.72,4344,4641
P00364,Produce,Product 364,Brand E,41.27,32.77,4918,86,1.47,3.8,75,202965.86,41803.0,2304,2666
P00365,Snacks,Product 365,Brand C,14.27,10.08,3034,94,1.77,4.6,52,43295.18,12712.46,2299,2482
P00366,Frozen,Product 366,Brand E,35.61,10.08,3691,71,3.19,3.2,14,131436.51,94231.23,3632,3691
P00367,Bakery,Product 367,Brand E,36.02,32.52,4611,83,0.9,4.3,90,166088.22,16138.5,4571,4611
P00368,Produce,Product 368,Brand A,37.92,25.81,4954,21,4.09,4.1,46,187855.68,59992.94,2829,2874
P00369,Beverages,Product 369,Brand A,49.35,23.46,3130,36,2.9,4.6,67,154465.5,81035.7,695,1101
P00370,Beverages,Product 370,Brand C,29.1,14.57,4025,76,0.52,3.5,72,117127.5,58483.25,4010,4025
P00371,Beverages,Product 371,Brand B,26.63,24.92,3816,37,2.63,2.8,60,101620.08,6525.36,3596,3816
P00372,Dairy,Product 372,Brand B,48.17,32.34,4055,75,4.57,3.5,81,195329.35,64190.65,3219,3492
P00373,Snacks,Product 373,Brand A,22.26,6.6,4975,37,4.37,2.7,52,110743.5,77908.5,3900,4087
P00374,Frozen,Product 374,Brand B,14.59,18.3,3100,30,3.43,3.0,76,45229.0,-11501.0,2736,3100
P00375,Dairy,Product 375,Brand C,15.37,14.26,3666,16,0.52,2.6,76,56346.42,4069.26,3170,3666
P00376,Produce,Product 376,Brand B,23.27,18.17,2948,23,3.17,3.0,74,68599.96,15034.8,2923,2948
P00377,Snacks,Product 377,Brand E,29.6,11.3,1891,48,3.02,4.9,71,55973.6,34605.3,1592,1891
P00378,Frozen,Product 378,Brand A,48.75,34.71,3608,82,3.37,4.2,97,175890.0,50656.32,3416,3608
P00379,Dairy,Product 379,Brand E,17.7,13.8,4181,96,4.19,2.6,72,74003.7,16305.9,4002,4181
P00380,Bakery,Product 380,Brand C,2.14,36.21,2470,71,3.07,4.1,39,5285.8,-84152.9,2409,2470
P00381,Beverages,Product 381,Brand A,4.4,26.01,5113,21,3.92,3.6,99,22497.2,-110491.93,4684,5113
P00382,Dairy,Product 382,Brand A,1.6,5.89,4091,47,0.75,4.0,47,6545.6,-17550.39,3960,4091
P00383,Dairy,Product 383,Brand C,16.82,1.29,3562,67,3.72,2.7,60,59912.84,55317.86,3313,3562
P00384,Frozen,Product 384,Brand D,33.95,22.3,3560,65,4.59,3.5,47,120862.0,41474.0,3396,3560
P00385,Frozen,Product 385,Brand B,21.79,11.76,4171,48,3.41,3.9,76,90886.09,41835.13,3692,4171
P00386,Frozen,Product 386,Brand A,39.79,6.85,4379,95,4.7,3.5,86,174240.41,144244.26,1623,1830
P00387,Beverages,Product 387,Brand B,43.56,23.8,3893,13,4.41,5.0,57,169579.08,76925.68,3655,3893
P00388,Dairy,Product 388,Brand E,48.17,17.3,4551,57,3.97,3.5,21,219221.67,140489.37,4359,4551
P00389,Frozen,Product 389,Brand E,32.12,35.92,4239,16,4.05,4.6,29,136156.68,-16108.2,1074,1102
P00390,Beverages,Product 390,Brand B,31.75,38.19,1877,69,2.66,4.8,81,59594.75,-12087.88,1770,1877
P00391,Dairy,Product 391,Brand B,14.81,15.13,4552,49,2.84,4.2,11,67415.12,-1456.64,4329,4552
P00392,Produce,Product 392,Brand D,39.79,37.82,5285,17,3.69,3.8,84,210290.15,10411.45,4905,5285
P00393,Frozen,Product 393,Brand E,33.95,37.1,4423,67,0.52,4.9,94,150160.85,-13932.45,3994,4423
P00394,Bakery,Product 394,Brand B,31.39,27.03,3478,66,2.23,3.0,64,109174.42,15164.08,2903,2987
P00395,Frozen,Product 395,Brand B,4.4,16.71,3612,44,1.64,4.9,15,15892.8,-44463.72,1631,2129
P00396,Bakery,Product 396,Brand B,35.1,35.86,4153,82,3.15,3.5,92,145770.3,-3156.28,3916,4153
P00397,Produce,Product 397,Brand A,17.7,16.44,4441,22,2.82,2.6,71,78605.7,5595.66,2312,2461
P00398,Beverages,Product 398,Brand A,48.17,16.22,5039,48,0.58,2.8,58,242728.63,160996.05,4756,5039
P00399,Frozen,Product 399,Brand C,49.35,9.87,4518,93,2.38,4.4,93,222963.3,178370.64,4179,4518
P00400,Beverages,Product 400,Brand B,9.69,14.26,1673,30,1.6,2.9,63,16211.37,-7645.61,681,781
P00401,Frozen,Product 401,Brand B,9.69,35.68,3989,56,3.85,3.5,19,38653.41,-103674.11,3657,3989
P00402,Frozen,Product 402,Brand A,41.27,14.89,3664,92,0.52,3.4,33,151213.28,96656.32,3629,3664
P00403,Snacks,Product 403,Brand A,13.26,15.37,4546,11,1.78,3.3,38,60279.96,-9592.06,2482,2914
P00404,Produce,Product 404,Brand C,25.65,29.94,2881,53,1.08,4.8,15,73897.65,-12359.49,2784,2881
P00405,Snacks,Product 405,Brand E,40.83,18.77,2039,39,2.42,4.3,67,83252.37,44980.34,330,686
P00406,Frozen,Product 406,Brand D,10.22,37.21,2836,96,4.47,3.9,87,28983.92,-76543.64,1983,2216
P00407,Frozen,Product 407,Brand D,23.72,15.13,4605,64,0.82,3.9,66,109230.6,39556.95,4198,4605
P00408,Frozen,Product 408,Brand A,37.97,11.14,2654,49,3.72,2.7,12,100772.38,71206.82,2011,2459
P00409,Snacks,Product 409,Brand A,2.14,37.21,3245,86,3.89,4.9,33,6944.3,-113802.15,784,797
P00410,Beverages,Product 410,Brand C,18.31,18.3,4522,33,2.31,4.4,28,82797.82,45.22,4276,4522
P00411,Snacks,Product 411,Brand B,48.15,28.68,2469,51,1.53,3.4,18,118882.35,48071.43,2055,2469
P00412,Frozen,Product 412,Brand D,4.99,7.25,4010,37,2.92,3.0,39,20009.9,-9062.6,1398,1856
P00413,Snacks,Product 413,Brand A,14.81,21.54,5072,60,0.98,4.8,86,75116.32,-34134.56,4583,5072
P00414,Frozen,Product 414,Brand A,8.01,2.11,2871,31,3.43,4.3,91,22996.71,16938.9,1468,1872
P00415,Beverages,Product 415,Brand D,5.79,26.01,4077,98,1.98,2.7,53,23605.83,-82436.94,2366,2628
P00416,Dairy,Product 416,Brand D,1.71,32.77,974,87,0.99,4.0,62,1665.54,-30252.44,751,974
P00417,Dairy,Product 417,Brand D,48.52,7.87,3398,83,3.85,4.9,95,164870.96,138128.7,2210,2613
P00418,Bakery,Product 418,Brand A,49.66,14.57,3649,83,4.05,2.6,77,181209.34,128043.41,3198,3649
P00419,Frozen,Product 419,Brand E,31.67,13.49,3144,17,3.79,3.9,69,99570.48,57157.92,2855,2929
P00420,Frozen,Product 420,Brand D,41.27,38.01,4101,23,4.37,3.1,32,169248.27,13369.26,3835,4101
P00421,Snacks,Product 421,Brand C,40.83,37.21,4332,54,0.52,2.7,70,176875.56,15681.84,4148,4332
P00422,Beverages,Product 422,Brand B,25.65,25.07,1554,47,3.11,4.8,16,39860.1,901.32,1277,1554
P00423,Beverages,Product 423,Brand C,4.57,21.05,2936,41,1.53,3.1,53,13417.52,-48385.28,2357,2740
P00424,Dairy,Product 424,Brand C,42.92,26.01,2778,71,2.38,2.9,64,119231.76,46975.98,1142,1198
P00425,Dairy,Product 425,Brand D,41.5,27.32,2742,76,2.17,4.5,84,113793.0,38881.56,2656,2713
P00426,Beverages,Product 426,Brand C,19.36,38.79,4170,93,4.69,3.4,48,80731.2,-81023.1,3784,4170
P00427,Snacks,Product 427,Brand C,44.62,16.71,3528,70,4.05,4.0,68,157419.36,98466.48,3035,3528
P00428,Produce,Product 428,Brand C,5.63,5.89,2923,22,0.78,4.1,14,16456.49,-759.98,1723,2018
P00429,Snacks,Product 429,Brand C,35.61,5.89,3318,96,0.99,4.5,51,118153.98,98610.96,2184,2245
P00430,Bakery,Product 430,Brand A,28.16,32.99,2744,92,4.69,4.6,98,77271.04,-13253.52,2554,2727
P00431,Frozen,Product 431,Brand C,4.4,19.51,3049,89,3.69,3.3,23,13415.6,-46070.39,2571,3049
P00432,Frozen,Product 432,Brand A,26.3,21.54,4988,56,4.96,4.6,36,131184.4,23742.88,4878,4988
P00433,Bakery,Product 433,Brand C,32.23,10.08,4522,63,3.0,3.0,25,145744.06,100162.3,2485,2897
P00434,Frozen,Product 434,Brand D,42.92,26.91,4365,80,3.41,4.7,11,187345.8,69883.65,1394,1540
P00435,Bakery,Product 435,Brand D,47.55,27.32,4182,61,4.37,3.6,28,198854.1,84601.86,4168,4182
P00436,Bakery,Product 436,Brand D,4.84,8.91,4009,81,4.47,4.6,32,19403.56,-16316.63,1018,1201
P00437,Bakery,Product 437,Brand C,19.92,17.02,5162,34,3.97,4.4,50,102827.04,14969.8,4847,5162
P00438,Dairy,Product 438,Brand C,2.24,23.68,2439,32,0.58,2.8,23,5463.36,-52292.16,1703,2068
P00439,Bakery,Product 439,Brand B,5.16,27.03,4898,83,4.57,3.9,56,25273.68,-107119.26,3095,3242
P00440,Bakery,Product 440,Brand D,31.84,7.89,3718,39,2.85,2.6,72,118381.12,89046.1,3486,3718
P00441,Snacks,Product 441,Brand D,32.12,19.96,3418,20,3.11,4.0,99,109786.16,41562.88,1181,1665
P00442,Bakery,Product 442,Brand A,39.79,1.54,3035,44,1.67,4.8,17,120762.65,116088.75,475,772
P00443,Frozen,Product 443,Brand B,48.5,9.99,1648,36,3.9,4.3,36,79928.0,63464.48,1508,1648
P00444,Dairy,Product 444,Brand E,39.96,2.29,2351,76,0.66,2.8,49,93945.96,88562.17,2203,2351
P00445,Produce,Product 445,Brand D,25.23,10.22,2903,56,3.0,4.2,37,73242.69,43574.03,116,534
P00446,Bakery,Product 446,Brand C,6.45,37.34,1371,59,3.4,2.6,77,8842.95,-42350.19,532,913
P00447,Frozen,Product 447,Brand D,22.02,39.5,4186,17,2.6,3.7,70,92175.72,-73171.28,4150,4186
P00448,Dairy,Product 448,Brand D,29.1,35.92,4200,64,2.95,4.4,47,122220.0,-28644.0,336,613
P00449,Beverages,Product 449,Brand D,47.57,15.55,4839,86,3.8,3.6,84,230191.23,154944.78,406,462
P00450,Beverages,Product 450,Brand B,1.53,8.65,5095,51,0.58,4.4,33,7795.35,-36276.4,4628,5095
P00451,Beverages,Product 451,Brand D,48.1,21.54,1868,76,1.64,4.0,37,89850.8,49614.08,123,164
P00452,Bakery,Product 452,Brand D,3.23,4.73,4250,29,4.6,3.9,50,13727.5,-6375.0,3409,3792
P00453,Bakery,Product 453,Brand E,19.34,14.57,2391,54,4.8,3.6,27,46241.94,11405.07,1113,1282
P00454,Frozen,Product 454,Brand B,19.37,18.7,2472,44,3.97,4.6,58,47882.64,1656.24,780,951
P00455,Snacks,Product 455,Brand C,34.47,7.31,4595,86,0.7,3.7,94,158389.65,124800.2,1948,2054
P00456,Bakery,Product 456,Brand C,20.07,4.93,1842,29,1.6,2.7,35,36968.94,27887.88,1615,1842
P00457,Bakery,Product 457,Brand A,21.22,34.66,4957,33,5.0,4.4,12,105187.54,-66622.08,1051,1507
P00458,Snacks,Product 458,Brand D,39.96,39.3,4535,66,4.2,4.0,86,181218.6,2993.1,514,600
P00459,Beverages,Product 459,Brand C,18.31,5.6,5439,64,1.54,4.6,47,99588.09,69129.69,4948,5439
P00460,Beverages,Product 460,Brand D,47.58,15.4,2764,18,0.82,3.6,23,131511.12,88945.52,1523,1817
P00461,Dairy,Product 461,Brand D,23.33,1.07,4757,98,4.41,3.1,10,110980.81,105890.82,4611,4757
P00462,Frozen,Product 462,Brand D,31.96,10.27,5136,25,0.91,2.7,20,164146.56,111399.84,4872,5136
P00463,Dairy,Product 463,Brand B,48.75,20.38,2794,64,0.8,2.7,49,136207.5,79265.78,2547,2794
P00464,Produce,Product 464,Brand B,6.82,31.01,3973,81,3.8,4.4,13,27095.86,-96106.87,2288,2738
P00465,Beverages,Product 465,Brand D,11.96,21.72,3439,67,0.99,3.9,43,41130.44,-33564.64,3291,3439
P00466,Dairy,Product 466,Brand D,21.79,27.32,1905,73,0.84,2.8,74,41509.95,-10534.65,549,1002
P00467,Produce,Product 467,Brand C,6.74,1.64,3476,85,0.82,4.0,65,23428.24,17727.6,3035,3476
P00468,Dairy,Product 468,Brand A,35.61,5.98,4014,97,0.67,3.6,19,142938.54,118934.82,3276,3638
P00469,Produce,Product 469,Brand A,19.92,7.31,3429,58,0.67,3.3,90,68305.68,43239.69,191,413
P00470,Produce,Product 470,Brand B,19.16,38.02,4988,38,4.46,3.1,80,95570.08,-94073.68,4616,4762
P00471,Bakery,Product 471,Brand A,23.96,19.64,2807,88,2.71,2.9,73,67255.72,12126.24,2699,2807
P00472,Snacks,Product 472,Brand C,19.44,6.54,3495,91,0.54,3.7,22,67942.8,45085.5,3051,3495
P00473,Snacks,Product 473,Brand C,27.91,22.3,3440,16,1.06,4.8,31,96010.4,19298.4,3225,3440
P00474,Produce,Product 474,Brand E,14.81,6.85,4063,86,0.51,4.8,65,60173.03,32341.48,3818,4063
P00475,Bakery,Product 475,Brand D,14.59,1.54,1886,92,4.83,3.1,74,27516.74,24612.3,1637,1767
P00476,Snacks,Product 476,Brand B,40.83,11.3,3694,78,0.79,3.7,22,150826.02,109083.82,3268,3694
P00477,Beverages,Product 477,Brand B,49.35,15.07,2059,99,1.75,4.6,10,101611.65,70582.52,1995,2059
